集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,02,青森県,N,生活関連サービス業，娯楽業,20～24歳,18.66,21.56,245.48
2021,02,青森県,N,生活関連サービス業，娯楽業,25～29歳,17.88,15.99,230.55
2021,02,青森県,N,生活関連サービス業，娯楽業,30～34歳,22.68,39.85,312.01
2021,02,青森県,N,生活関連サービス業，娯楽業,35～39歳,25.25,38.49,341.49
2021,02,青森県,N,生活関連サービス業，娯楽業,40～44歳,25.72,44.45,353.09
2021,02,青森県,N,生活関連サービス業，娯楽業,45～49歳,23.45,25.01,306.41
2021,02,青森県,N,生活関連サービス業，娯楽業,50～54歳,23.31,10.25,289.97
2021,02,青森県,N,生活関連サービス業，娯楽業,55～59歳,22.18,27.6,293.76
2021,02,青森県,N,生活関連サービス業，娯楽業,60～64歳,18.28,8.58,227.94
2021,02,青森県,N,生活関連サービス業，娯楽業,65～69歳,17.02,5.9,210.14
2021,02,青森県,N,生活関連サービス業，娯楽業,70歳～,17.26,3.82,210.94
2021,02,青森県,O,教育，学習支援業,年齢計,30.69,71.11,439.39
2021,02,青森県,O,教育，学習支援業,～19歳,13.6,0,163.2
2021,02,青森県,O,教育，学習支援業,20～24歳,19.85,33.71,271.91
2021,02,青森県,O,教育，学習支援業,25～29歳,20.77,60.54,309.78
2021,02,青森県,O,教育，学習支援業,30～34歳,24.79,59.59,357.07
2021,02,青森県,O,教育，学習支援業,35～39歳,26.36,57.43,373.75
2021,02,青森県,O,教育，学習支援業,40～44歳,30.27,76.06,439.3
2021,02,青森県,O,教育，学習支援業,45～49歳,38.43,99.48,560.64
2021,02,青森県,O,教育，学習支援業,50～54歳,36.8,89.79,531.39
2021,02,青森県,O,教育，学習支援業,55～59歳,35.49,80.82,506.7
2021,02,青森県,O,教育，学習支援業,60～64歳,34.65,63.28,479.08
2021,02,青森県,O,教育，学習支援業,65～69歳,34.3,42.63,454.23
2021,02,青森県,O,教育，学習支援業,70歳～,39.95,121.72,601.12
2021,02,青森県,P,医療，福祉,年齢計,25.25,62.83,365.83
2021,02,青森県,P,医療，福祉,～19歳,18.19,11.96,230.24
2021,02,青森県,P,医療，福祉,20～24歳,21.16,40.21,294.13
2021,02,青森県,P,医療，福祉,25～29歳,22.27,49.08,316.32
2021,02,青森県,P,医療，福祉,30～34歳,24.11,62.45,351.77
2021,02,青森県,P,医療，福祉,35～39歳,24.68,63.78,359.94
2021,02,青森県,P,医療，福祉,40～44歳,28,73.85,409.85
2021,02,青森県,P,医療，福祉,45～49歳,26.13,69.5,383.06
2021,02,青森県,P,医療，福祉,50～54歳,25.67,67.51,375.55
2021,02,青森県,P,医療，福祉,55～59歳,27.38,70.06,398.62
2021,02,青森県,P,医療，福祉,60～64歳,24.08,58.42,347.38
2021,02,青森県,P,医療，福祉,65～69歳,22.51,43.64,313.76
2021,02,青森県,P,医療，福祉,70歳～,36.96,82.31,525.83
2021,02,青森県,Q,複合サービス事業,年齢計,24.77,67.63,364.87
2021,02,青森県,Q,複合サービス事業,～19歳,15.71,19.63,208.15
2021,02,青森県,Q,複合サービス事業,20～24歳,17.84,57.64,271.72
2021,02,青森県,Q,複合サービス事業,25～29歳,19.44,43.96,277.24
2021,02,青森県,Q,複合サービス事業,30～34歳,21.42,41.63,298.67
2021,02,青森県,Q,複合サービス事業,35～39歳,22.12,51,316.44
2021,02,青森県,Q,複合サービス事業,40～44歳,29.5,108.04,462.04
2021,02,青森県,Q,複合サービス事業,45～49歳,30.16,102.95,464.87
2021,02,青森県,Q,複合サービス事業,50～54歳,30.82,108.18,478.02
2021,02,青森県,Q,複合サービス事業,55～59歳,26.96,71.71,395.23
2021,02,青森県,Q,複合サービス事業,60～64歳,20.2,33.35,275.75
2021,02,青森県,Q,複合サービス事業,65～69歳,18.34,0,220.08
2021,02,青森県,Q,複合サービス事業,70歳～,14.91,0,178.92
2021,02,青森県,R,サービス業（他に分類されないもの）,年齢計,20.54,31.03,277.51
2021,02,青森県,R,サービス業（他に分類されないもの）,～19歳,17.12,9.13,214.57
2021,02,青森県,R,サービス業（他に分類されないもの）,20～24歳,18.16,26.69,244.61
2021,02,青森県,R,サービス業（他に分類されないもの）,25～29歳,18.99,27.48,255.36
2021,02,青森県,R,サービス業（他に分類されないもの）,30～34歳,19.6,25.11,260.31
2021,02,青森県,R,サービス業（他に分類されないもの）,35～39歳,20.72,32.64,281.28
2021,02,青森県,R,サービス業（他に分類されないもの）,40～44歳,20.68,32.65,280.81
2021,02,青森県,R,サービス業（他に分類されないもの）,45～49歳,22.04,38.08,302.56
2021,02,青森県,R,サービス業（他に分類されないもの）,50～54歳,22.27,38.61,305.85
2021,02,青森県,R,サービス業（他に分類されないもの）,55～59歳,21.43,38.3,295.46
2021,02,青森県,R,サービス業（他に分類されないもの）,60～64歳,19.83,24.84,262.8
2021,02,青森県,R,サービス業（他に分類されないもの）,65～69歳,17.61,13.66,224.98
2021,02,青森県,R,サービス業（他に分類されないもの）,70歳～,18.03,7.39,223.75
2021,03,岩手県,C,鉱業，採石業，砂利採取業,年齢計,24.38,36.52,329.08
2021,03,岩手県,C,鉱業，採石業，砂利採取業,～19歳,16.09,10.77,203.85
2021,03,岩手県,C,鉱業，採石業，砂利採取業,20～24歳,20,20,260
2021,03,岩手県,C,鉱業，採石業，砂利採取業,25～29歳,19.31,46.29,278.01
2021,03,岩手県,C,鉱業，採石業，砂利採取業,30～34歳,23.13,36.5,314.06
2021,03,岩手県,C,鉱業，採石業，砂利採取業,35～39歳,24.66,83.06,378.98
2021,03,岩手県,C,鉱業，採石業，砂利採取業,40～44歳,23.72,58.47,343.11
2021,03,岩手県,C,鉱業，採石業，砂利採取業,45～49歳,24.97,49.35,348.99
2021,03,岩手県,C,鉱業，採石業，砂利採取業,50～54歳,23.88,34.98,321.54
2021,03,岩手県,C,鉱業，採石業，砂利採取業,55～59歳,25.97,58.67,370.31
2021,03,岩手県,C,鉱業，採石業，砂利採取業,60～64歳,22.97,37.7,313.34
2021,03,岩手県,C,鉱業，採石業，砂利採取業,65～69歳,28.39,17.19,357.87
2021,03,岩手県,C,鉱業，採石業，砂利採取業,70歳～,22.93,13.98,289.14
2021,03,岩手県,D,建設業,年齢計,28.3,68.85,408.45
2021,03,岩手県,D,建設業,～19歳,16.47,14.45,212.09
2021,03,岩手県,D,建設業,20～24歳,20.06,39.34,280.06
2021,03,岩手県,D,建設業,25～29歳,22.97,52.77,328.41
2021,03,岩手県,D,建設業,30～34歳,25.94,55.36,366.64
2021,03,岩手県,D,建設業,35～39歳,26.24,60.9,375.78
2021,03,岩手県,D,建設業,40～44歳,28.88,73.75,420.31
2021,03,岩手県,D,建設業,45～49歳,30.92,89.2,460.24
2021,03,岩手県,D,建設業,50～54歳,33.64,103.61,507.29
2021,03,岩手県,D,建設業,55～59歳,29.22,72.39,423.03
2021,03,岩手県,D,建設業,60～64歳,30.02,58.34,418.58
2021,03,岩手県,D,建設業,65～69歳,24.64,37.43,333.11
2021,03,岩手県,D,建設業,70歳～,19.95,20.07,259.47
2021,03,岩手県,E,製造業,年齢計,23.71,64.47,348.99
2021,03,岩手県,E,製造業,～19歳,16.71,12.61,213.13
2021,03,岩手県,E,製造業,20～24歳,17.95,39.42,254.82
2021,03,岩手県,E,製造業,25～29歳,19.78,51.63,288.99
2021,03,岩手県,E,製造業,30～34歳,22.49,63.3,333.18
2021,03,岩手県,E,製造業,35～39歳,24.01,71.36,359.48
2021,03,岩手県,E,製造業,40～44歳,24.76,74.9,372.02
2021,03,岩手県,E,製造業,45～49歳,27.47,82.36,412
2021,03,岩手県,E,製造業,50～54歳,26.75,75.29,396.29
2021,03,岩手県,E,製造業,55～59歳,27.92,83.18,418.22
2021,03,岩手県,E,製造業,60～64歳,21.08,41.48,294.44
2021,03,岩手県,E,製造業,65～69歳,18.77,21.91,247.15
2021,03,岩手県,E,製造業,70歳～,20.67,27.63,275.67
2021,03,岩手県,F,電気・ガス・熱供給・水道業,年齢計,29.16,108.45,458.37
2021,03,岩手県,F,電気・ガス・熱供給・水道業,～19歳,16.56,30.77,229.49
2021,03,岩手県,F,電気・ガス・熱供給・水道業,20～24歳,20.56,65.54,312.26
2021,03,岩手県,F,電気・ガス・熱供給・水道業,25～29歳,24.49,90.82,384.7
2021,03,岩手県,F,電気・ガス・熱供給・水道業,30～34歳,28.3,109.6,449.2
2021,03,岩手県,F,電気・ガス・熱供給・水道業,35～39歳,22.1,104.68,369.88
2021,03,岩手県,F,電気・ガス・熱供給・水道業,40～44歳,25.08,89.81,390.77
2021,03,岩手県,F,電気・ガス・熱供給・水道業,45～49歳,29.22,106.66,457.3
2021,03,岩手県,F,電気・ガス・熱供給・水道業,50～54歳,40.25,150.98,633.98
2021,03,岩手県,F,電気・ガス・熱供給・水道業,55～59歳,40.5,149.85,635.85
2021,03,岩手県,F,電気・ガス・熱供給・水道業,60～64歳,23.3,96.01,375.61
2021,03,岩手県,F,電気・ガス・熱供給・水道業,65～69歳,23.74,90.5,375.38
2021,03,岩手県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2021,03,岩手県,G,情報通信業,年齢計,31.32,115.03,490.87
2021,03,岩手県,G,情報通信業,～19歳,17.5,51,261
2021,03,岩手県,G,情報通信業,20～24歳,20.5,59.48,305.48
2021,03,岩手県,G,情報通信業,25～29歳,23.57,85.43,368.27
2021,03,岩手県,G,情報通信業,30～34歳,23.47,89.79,371.43
2021,03,岩手県,G,情報通信業,35～39歳,28.75,103.53,448.53
2021,03,岩手県,G,情報通信業,40～44歳,32.09,119.01,504.09
2021,03,岩手県,G,情報通信業,45～49歳,36.17,138.76,572.8
2021,03,岩手県,G,情報通信業,50～54歳,40.2,154.82,637.22
2021,03,岩手県,G,情報通信業,55～59歳,39.31,146.42,618.14
2021,03,岩手県,G,情報通信業,60～64歳,22.57,45.55,316.39
2021,03,岩手県,G,情報通信業,65～69歳,23.12,18.82,296.26
2021,03,岩手県,G,情報通信業,70歳～,-,-,-
2021,03,岩手県,H,運輸業，郵便業,年齢計,22.75,61.16,334.16
2021,03,岩手県,H,運輸業，郵便業,～19歳,16.26,9.44,204.56
2021,03,岩手県,H,運輸業，郵便業,20～24歳,20.07,48.28,289.12
2021,03,岩手県,H,運輸業，郵便業,25～29歳,25.83,66.02,375.98
2021,03,岩手県,H,運輸業，郵便業,30～34歳,23.86,72.79,359.11
2021,03,岩手県,H,運輸業，郵便業,35～39歳,22.79,67.73,341.21
2021,03,岩手県,H,運輸業，郵便業,40～44歳,25.04,69.33,369.81
2021,03,岩手県,H,運輸業，郵便業,45～49歳,22.5,61.73,331.73
2021,03,岩手県,H,運輸業，郵便業,50～54歳,23.2,67.54,345.94
2021,03,岩手県,H,運輸業，郵便業,55～59歳,24.84,76.42,374.5
2021,03,岩手県,H,運輸業，郵便業,60～64歳,20.33,44.6,288.56
2021,03,岩手県,H,運輸業，郵便業,65～69歳,17.31,16.66,224.38
2021,03,岩手県,H,運輸業，郵便業,70歳～,16.38,32.76,229.32
2021,03,岩手県,I,卸売業，小売業,年齢計,23.65,48.54,332.34
2021,03,岩手県,I,卸売業，小売業,～19歳,16.55,3.7,202.3
2021,03,岩手県,I,卸売業，小売業,20～24歳,18.19,36.28,254.56
2021,03,岩手県,I,卸売業，小売業,25～29歳,20.64,52.2,299.88
2021,03,岩手県,I,卸売業，小売業,30～34歳,21.29,47.88,303.36
2021,03,岩手県,I,卸売業，小売業,35～39歳,23.85,50.89,337.09
2021,03,岩手県,I,卸売業，小売業,40～44歳,24.86,56.54,354.86
2021,03,岩手県,I,卸売業，小売業,45～49歳,26.04,57.49,369.97
2021,03,岩手県,I,卸売業，小売業,50～54歳,27.54,52.95,383.43
2021,03,岩手県,I,卸売業，小売業,55～59歳,26.72,47.55,368.19
2021,03,岩手県,I,卸売業，小売業,60～64歳,21.43,36.3,293.46
2021,03,岩手県,I,卸売業，小売業,65～69歳,21.98,25.17,288.93
2021,03,岩手県,I,卸売業，小売業,70歳～,18.18,29.47,247.63
2021,03,岩手県,J,金融業，保険業,年齢計,34.1,139.53,548.73
2021,03,岩手県,J,金融業，保険業,～19歳,14.75,8.09,185.09
2021,03,岩手県,J,金融業，保険業,20～24歳,20.33,61.94,305.9
2021,03,岩手県,J,金融業，保険業,25～29歳,23.42,91.89,372.93
2021,03,岩手県,J,金融業，保険業,30～34歳,29.75,122.79,479.79
2021,03,岩手県,J,金融業，保険業,35～39歳,32.89,148.23,542.91
2021,03,岩手県,J,金融業，保険業,40～44歳,35.75,140.42,569.42
2021,03,岩手県,J,金融業，保険業,45～49歳,39.28,165.84,637.2
2021,03,岩手県,J,金融業，保険業,50～54歳,45.95,227.19,778.59
2021,03,岩手県,J,金融業，保険業,55～59歳,43.1,163.52,680.72
2021,03,岩手県,J,金融業，保険業,60～64歳,26.36,50.48,366.8
2021,03,岩手県,J,金融業，保険業,65～69歳,40.49,20.44,506.32
2021,03,岩手県,J,金融業，保険業,70歳～,13.09,12,169.08
2021,03,岩手県,K,不動産業，物品賃貸業,年齢計,25.73,72.84,381.6
2021,03,岩手県,K,不動産業，物品賃貸業,～19歳,14.72,0,176.64
2021,03,岩手県,K,不動産業，物品賃貸業,20～24歳,18.9,38.32,265.12
2021,03,岩手県,K,不動産業，物品賃貸業,25～29歳,20.87,55.96,306.4
2021,03,岩手県,K,不動産業，物品賃貸業,30～34歳,23.14,62.9,340.58
2021,03,岩手県,K,不動産業，物品賃貸業,35～39歳,25.09,84.49,385.57
2021,03,岩手県,K,不動産業，物品賃貸業,40～44歳,28.85,98.07,444.27
2021,03,岩手県,K,不動産業，物品賃貸業,45～49歳,29.02,91.93,440.17
2021,03,岩手県,K,不動産業，物品賃貸業,50～54歳,30.32,100.51,464.35
2021,03,岩手県,K,不動産業，物品賃貸業,55～59歳,29.3,72.34,423.94
2021,03,岩手県,K,不動産業，物品賃貸業,60～64歳,25.33,49.49,353.45
2021,03,岩手県,K,不動産業，物品賃貸業,65～69歳,22.93,56.89,332.05
2021,03,岩手県,K,不動産業，物品賃貸業,70歳～,19.24,30.22,261.1
2021,03,岩手県,L,学術研究，専門・技術サービス業,年齢計,28.69,89.19,433.47
2021,03,岩手県,L,学術研究，専門・技術サービス業,～19歳,16.87,0,202.44
2021,03,岩手県,L,学術研究，専門・技術サービス業,20～24歳,19.41,45.73,278.65
2021,03,岩手県,L,学術研究，専門・技術サービス業,25～29歳,23.8,80.51,366.11
2021,03,岩手県,L,学術研究，専門・技術サービス業,30～34歳,23.28,79.41,358.77
2021,03,岩手県,L,学術研究，専門・技術サービス業,35～39歳,27,81.66,405.66
2021,03,岩手県,L,学術研究，専門・技術サービス業,40～44歳,31.18,107.78,481.94
2021,03,岩手県,L,学術研究，専門・技術サービス業,45～49歳,30.98,110.32,482.08
2021,03,岩手県,L,学術研究，専門・技術サービス業,50～54歳,35.71,119.31,547.83
2021,03,岩手県,L,学術研究，専門・技術サービス業,55～59歳,31.87,97.72,480.16
2021,03,岩手県,L,学術研究，専門・技術サービス業,60～64歳,30.91,82.3,453.22
2021,03,岩手県,L,学術研究，専門・技術サービス業,65～69歳,23.37,26.42,306.86
2021,03,岩手県,L,学術研究，専門・技術サービス業,70歳～,18.39,29.04,249.72
2021,03,岩手県,M,宿泊業，飲食サービス業,年齢計,20.89,17.8,268.48
2021,03,岩手県,M,宿泊業，飲食サービス業,～19歳,15.07,6.08,186.92
2021,03,岩手県,M,宿泊業，飲食サービス業,20～24歳,16.9,7.52,210.32
2021,03,岩手県,M,宿泊業，飲食サービス業,25～29歳,18.26,12.37,231.49
2021,03,岩手県,M,宿泊業，飲食サービス業,30～34歳,21.81,11.7,273.42
2021,03,岩手県,M,宿泊業，飲食サービス業,35～39歳,20.82,21.77,271.61
2021,03,岩手県,M,宿泊業，飲食サービス業,40～44歳,22.82,20.33,294.17
2021,03,岩手県,M,宿泊業，飲食サービス業,45～49歳,22.55,22.19,292.79
2021,03,岩手県,M,宿泊業，飲食サービス業,50～54歳,24.32,30.91,322.75
2021,03,岩手県,M,宿泊業，飲食サービス業,55～59歳,24.37,29.22,321.66
2021,03,岩手県,M,宿泊業，飲食サービス業,60～64歳,18.3,4.82,224.42
2021,03,岩手県,M,宿泊業，飲食サービス業,65～69歳,16.45,7.25,204.65
2021,03,岩手県,M,宿泊業，飲食サービス業,70歳～,15.89,4.63,195.31
2021,03,岩手県,N,生活関連サービス業，娯楽業,年齢計,23.45,25.94,307.34
2021,03,岩手県,N,生活関連サービス業，娯楽業,～19歳,15.42,8.58,193.62
2021,03,岩手県,N,生活関連サービス業，娯楽業,20～24歳,18.43,10.34,231.5
2021,03,岩手県,N,生活関連サービス業，娯楽業,25～29歳,20.5,22.01,268.01
2021,03,岩手県,N,生活関連サービス業，娯楽業,30～34歳,22.43,28.51,297.67
2021,03,岩手県,N,生活関連サービス業，娯楽業,35～39歳,25.1,29.8,331
2021,03,岩手県,N,生活関連サービス業，娯楽業,40～44歳,26.46,34.44,351.96
2021,03,岩手県,N,生活関連サービス業，娯楽業,45～49歳,27.09,34,359.08
2021,03,岩手県,N,生活関連サービス業，娯楽業,50～54歳,24.43,23.81,316.97
2021,03,岩手県,N,生活関連サービス業，娯楽業,55～59歳,23.56,28.4,311.12
2021,03,岩手県,N,生活関連サービス業，娯楽業,60～64歳,22.62,23.05,294.49
2021,03,岩手県,N,生活関連サービス業，娯楽業,65～69歳,19.22,9.84,240.48
2021,03,岩手県,N,生活関連サービス業，娯楽業,70歳～,18.52,9.96,232.2
2021,03,岩手県,O,教育，学習支援業,年齢計,29.65,82.27,438.07
2021,03,岩手県,O,教育，学習支援業,～19歳,14.85,24.1,202.3
2021,03,岩手県,O,教育，学習支援業,20～24歳,19.36,34.6,266.92
