集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,01,北海道,I,卸売業，小売業,I1,卸売業,30～34歳,25.81,87.91,397.63
2021,01,北海道,I,卸売業，小売業,I1,卸売業,35～39歳,26.81,86.79,408.51
2021,01,北海道,I,卸売業，小売業,I1,卸売業,40～44歳,29.73,104.93,461.69
2021,01,北海道,I,卸売業，小売業,I1,卸売業,45～49歳,31.58,110.7,489.66
2021,01,北海道,I,卸売業，小売業,I1,卸売業,50～54歳,30.86,88.97,459.29
2021,01,北海道,I,卸売業，小売業,I1,卸売業,55～59歳,36.77,114.32,555.56
2021,01,北海道,I,卸売業，小売業,I1,卸売業,60～64歳,25.57,50.71,357.55
2021,01,北海道,I,卸売業，小売業,I1,卸売業,65～69歳,24.26,22.4,313.52
2021,01,北海道,I,卸売業，小売業,I1,卸売業,70歳～,16.36,20.53,216.85
2021,01,北海道,I,卸売業，小売業,I2,小売業,年齢計,25.23,52.03,354.79
2021,01,北海道,I,卸売業，小売業,I2,小売業,～19歳,16.92,10.36,213.4
2021,01,北海道,I,卸売業，小売業,I2,小売業,20～24歳,19.16,35.33,265.25
2021,01,北海道,I,卸売業，小売業,I2,小売業,25～29歳,20.18,42.28,284.44
2021,01,北海道,I,卸売業，小売業,I2,小売業,30～34歳,25.43,56.6,361.76
2021,01,北海道,I,卸売業，小売業,I2,小売業,35～39歳,26.49,62.38,380.26
2021,01,北海道,I,卸売業，小売業,I2,小売業,40～44歳,27.12,66.21,391.65
2021,01,北海道,I,卸売業，小売業,I2,小売業,45～49歳,26.46,65.84,383.36
2021,01,北海道,I,卸売業，小売業,I2,小売業,50～54歳,27.97,58.99,394.63
2021,01,北海道,I,卸売業，小売業,I2,小売業,55～59歳,26.44,51.1,368.38
2021,01,北海道,I,卸売業，小売業,I2,小売業,60～64歳,26.63,22.21,341.77
2021,01,北海道,I,卸売業，小売業,I2,小売業,65～69歳,21.63,17.25,276.81
2021,01,北海道,I,卸売業，小売業,I2,小売業,70歳～,19.05,10.24,238.84
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,29.89,62.82,421.5
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,-,-,-
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,19.67,8.42,244.46
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,25～29歳,27.21,66.85,393.37
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,30～34歳,24.34,5.03,297.11
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,35～39歳,27.37,77.81,406.25
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,40～44歳,32.89,98.54,493.22
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,45～49歳,42.07,111.57,616.41
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,50～54歳,31.91,75.7,458.62
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,55～59歳,43.64,88.52,612.2
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,60～64歳,24.45,58.95,352.35
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,65～69歳,-,-,-
2021,01,北海道,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,70歳～,32,75,459
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,年齢計,29.79,70.97,428.45
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,～19歳,-,-,-
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,20～24歳,23.67,9.59,293.63
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,25～29歳,21.91,47.42,310.34
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,30～34歳,23.63,52.92,336.48
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,35～39歳,28.79,80.39,425.87
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,40～44歳,32.92,93.48,488.52
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,45～49歳,35.91,99.42,530.34
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,50～54歳,35.33,97.68,521.64
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,55～59歳,28.82,44.43,390.27
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,60～64歳,24.04,34,322.48
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,65～69歳,-,-,-
2021,01,北海道,L,学術研究，専門・技術サービス業,73,広告業,70歳～,-,-,-
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,年齢計,25.57,14.13,320.97
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,～19歳,22.52,23.54,293.78
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,20～24歳,19.44,8.77,242.05
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,25～29歳,21.53,11.85,270.21
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,30～34歳,20.51,5.65,251.77
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,35～39歳,25.84,23.53,333.61
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,40～44歳,26.37,12.86,329.3
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,45～49歳,26.59,20.17,339.25
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,50～54歳,31.12,7.39,380.83
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,55～59歳,28.17,21.67,359.71
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,60～64歳,27.45,12.16,341.56
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,65～69歳,33.29,0.91,400.39
2021,01,北海道,M,宿泊業，飲食サービス業,75,宿泊業,70歳～,24.61,0,295.32
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,年齢計,23.85,31.75,317.95
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,～19歳,16.07,9,201.84
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,20～24歳,19.03,16.95,245.31
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,25～29歳,20.39,19.21,263.89
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,30～34歳,22.55,32.72,303.32
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,27.48,41.69,371.45
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,27.75,55.84,388.84
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,29.38,50.21,402.77
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,25.02,31.96,332.2
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,26.55,18.9,337.5
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,22.58,37.32,308.28
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,17.24,2.2,209.08
2021,01,北海道,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,16.17,0.48,194.52
2021,01,北海道,O,教育，学習支援業,81,学校教育,年齢計,35.96,117.74,549.26
2021,01,北海道,O,教育，学習支援業,81,学校教育,～19歳,-,-,-
2021,01,北海道,O,教育，学習支援業,81,学校教育,20～24歳,21.09,50.04,303.12
2021,01,北海道,O,教育，学習支援業,81,学校教育,25～29歳,25.72,62.4,371.04
2021,01,北海道,O,教育，学習支援業,81,学校教育,30～34歳,28.22,85.88,424.52
2021,01,北海道,O,教育，学習支援業,81,学校教育,35～39歳,34.08,95.7,504.66
2021,01,北海道,O,教育，学習支援業,81,学校教育,40～44歳,36.85,131.28,573.48
2021,01,北海道,O,教育，学習支援業,81,学校教育,45～49歳,40.53,146.8,633.16
2021,01,北海道,O,教育，学習支援業,81,学校教育,50～54歳,41.15,169.96,663.76
2021,01,北海道,O,教育，学習支援業,81,学校教育,55～59歳,44.87,182.74,721.18
2021,01,北海道,O,教育，学習支援業,81,学校教育,60～64歳,47.4,132.46,701.26
2021,01,北海道,O,教育，学習支援業,81,学校教育,65～69歳,32.46,72.67,462.19
2021,01,北海道,O,教育，学習支援業,81,学校教育,70歳～,30.21,42.28,404.8
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,25.15,65.68,367.48
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,-,-,-
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,20.54,27.01,273.49
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,22.32,63.96,331.8
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,23.52,47,329.24
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,25.5,78.77,384.77
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,28.49,68.57,410.45
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,30.66,60.5,428.42
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,28.27,77.3,416.54
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,26.81,89.88,411.6
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,21.37,56.62,313.06
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,25.06,113.7,414.42
2021,01,北海道,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,-,-,-
2021,01,北海道,P,医療，福祉,83,医療業,年齢計,31.86,81,463.32
2021,01,北海道,P,医療，福祉,83,医療業,～19歳,17.15,14.43,220.23
2021,01,北海道,P,医療，福祉,83,医療業,20～24歳,22.57,41.72,312.56
2021,01,北海道,P,医療，福祉,83,医療業,25～29歳,25.24,70.45,373.33
2021,01,北海道,P,医療，福祉,83,医療業,30～34歳,27.68,77.42,409.58
2021,01,北海道,P,医療，福祉,83,医療業,35～39歳,28.75,87.03,432.03
2021,01,北海道,P,医療，福祉,83,医療業,40～44歳,31.16,88.89,462.81
2021,01,北海道,P,医療，福祉,83,医療業,45～49歳,35.63,96.99,524.55
2021,01,北海道,P,医療，福祉,83,医療業,50～54歳,32.84,101.57,495.65
2021,01,北海道,P,医療，福祉,83,医療業,55～59歳,39.95,93.9,573.3
2021,01,北海道,P,医療，福祉,83,医療業,60～64歳,41.03,94.47,586.83
2021,01,北海道,P,医療，福祉,83,医療業,65～69歳,61.37,21.81,758.25
2021,01,北海道,P,医療，福祉,83,医療業,70歳～,112.83,26.94,1380.9
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,27.8,55.68,389.28
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,-,-,-
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,19.52,7.79,242.03
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,25.34,34.57,338.65
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,26.28,36.19,351.55
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,29.7,76.36,432.76
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,28.18,68.13,406.29
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,29.94,53.37,412.65
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,26.85,30.35,352.55
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,27.85,13.32,347.52
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,29.41,21.11,374.03
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,20.39,16.5,261.18
2021,01,北海道,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,19.85,16.03,254.23
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,22.01,33.54,297.66
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,17.13,4.99,210.55
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,19.45,16.94,250.34
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,20.56,19.47,266.19
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,21.72,30.11,290.75
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,22.56,43.47,314.19
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,24.28,45.07,336.43
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,23.74,50.34,335.22
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,25.59,52.33,359.41
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,22.75,37.95,310.95
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,20.27,22.92,266.16
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,18.02,8.59,224.83
2021,01,北海道,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,17.19,5.81,212.09
2021,02,青森県,E,製造業,09,食料品製造業,年齢計,20.28,38.21,281.57
2021,02,青森県,E,製造業,09,食料品製造業,～19歳,16.62,4.95,204.39
2021,02,青森県,E,製造業,09,食料品製造業,20～24歳,17.18,33.9,240.06
2021,02,青森県,E,製造業,09,食料品製造業,25～29歳,18.14,39.92,257.6
2021,02,青森県,E,製造業,09,食料品製造業,30～34歳,18.46,29.67,251.19
2021,02,青森県,E,製造業,09,食料品製造業,35～39歳,24.26,68.41,359.53
2021,02,青森県,E,製造業,09,食料品製造業,40～44歳,24.4,65.95,358.75
2021,02,青森県,E,製造業,09,食料品製造業,45～49歳,20.31,29.49,273.21
2021,02,青森県,E,製造業,09,食料品製造業,50～54歳,25.88,58.38,368.94
2021,02,青森県,E,製造業,09,食料品製造業,55～59歳,18.18,27.38,245.54
2021,02,青森県,E,製造業,09,食料品製造業,60～64歳,16.28,12.26,207.62
2021,02,青森県,E,製造業,09,食料品製造業,65～69歳,16.48,3.4,201.16
2021,02,青森県,E,製造業,09,食料品製造業,70歳～,12.01,2.36,146.48
2021,02,青森県,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,22.76,39.36,312.48
2021,02,青森県,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,14.63,27.02,202.58
2021,02,青森県,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,17.63,17.35,228.91
2021,02,青森県,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,18.79,39.07,264.55
2021,02,青森県,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,20.37,40.3,284.74
2021,02,青森県,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,21.07,45.02,297.86
2021,02,青森県,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,20.33,24.85,268.81
