集計年,都道府県コード,都道府県名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2010,39,高知県,60～64歳,21.4,36.87,293.67
2010,39,高知県,65～69歳,21.72,21.7,282.34
2010,39,高知県,70歳～,14.8,1.33,178.93
2010,40,福岡県,年齢計,27.8,73.01,406.61
2010,40,福岡県,～19歳,16.15,8.38,202.18
2010,40,福岡県,20～24歳,18.56,32.37,255.09
2010,40,福岡県,25～29歳,21.78,50.91,312.27
2010,40,福岡県,30～34歳,24.78,64.92,362.28
2010,40,福岡県,35～39歳,28.59,79.9,422.98
2010,40,福岡県,40～44歳,32.07,92.08,476.92
2010,40,福岡県,45～49歳,33.58,101.31,504.27
2010,40,福岡県,50～54歳,35.34,99.74,523.82
2010,40,福岡県,55～59歳,32.26,84.21,471.33
2010,40,福岡県,60～64歳,22.93,46.59,321.75
2010,40,福岡県,65～69歳,21.17,43.21,297.25
2010,40,福岡県,70歳～,16.94,13.45,216.73
2010,41,佐賀県,年齢計,24.04,58.7,347.18
2010,41,佐賀県,～19歳,14.92,10.52,189.56
2010,41,佐賀県,20～24歳,17.26,37.5,244.62
2010,41,佐賀県,25～29歳,19.76,46.93,284.05
2010,41,佐賀県,30～34歳,22.24,53.54,320.42
2010,41,佐賀県,35～39歳,25.48,67.19,372.95
2010,41,佐賀県,40～44歳,28.43,74.03,415.19
2010,41,佐賀県,45～49歳,27.73,76.66,409.42
2010,41,佐賀県,50～54歳,28.13,70.16,407.72
2010,41,佐賀県,55～59歳,26.69,66.67,386.95
2010,41,佐賀県,60～64歳,19.96,37.89,277.41
2010,41,佐賀県,65～69歳,19.91,16.47,255.39
2010,41,佐賀県,70歳～,17.74,15.43,228.31
2010,42,長崎県,年齢計,23.83,59.2,345.16
2010,42,長崎県,～19歳,15.09,7.86,188.94
2010,42,長崎県,20～24歳,17.43,31.01,240.17
2010,42,長崎県,25～29歳,20.22,45.24,287.88
2010,42,長崎県,30～34歳,21.84,52.81,314.89
2010,42,長崎県,35～39歳,24.22,61.14,351.78
2010,42,長崎県,40～44歳,26.02,70.3,382.54
2010,42,長崎県,45～49歳,26.3,71.66,387.26
2010,42,長崎県,50～54歳,26.07,68.56,381.4
2010,42,長崎県,55～59歳,27.81,78.01,411.73
2010,42,長崎県,60～64歳,22.16,45.16,311.08
2010,42,長崎県,65～69歳,25.54,38.87,345.35
2010,42,長崎県,70歳～,25.33,16.26,320.22
2010,43,熊本県,年齢計,24.88,59.36,357.92
2010,43,熊本県,～19歳,15.46,9.89,195.41
2010,43,熊本県,20～24歳,17.69,30.03,242.31
2010,43,熊本県,25～29歳,20.04,41.68,282.16
2010,43,熊本県,30～34歳,23.37,52.35,332.79
2010,43,熊本県,35～39歳,25.25,63.84,366.84
2010,43,熊本県,40～44歳,27.49,74.02,403.9
2010,43,熊本県,45～49歳,29.57,84.29,439.13
2010,43,熊本県,50～54歳,29.47,78.69,432.33
2010,43,熊本県,55～59歳,27.09,64.87,389.95
2010,43,熊本県,60～64歳,21.31,35.54,291.26
2010,43,熊本県,65～69歳,25.27,14.16,317.4
2010,43,熊本県,70歳～,34.38,32.43,444.99
2010,44,大分県,年齢計,24.53,56.35,350.71
2010,44,大分県,～19歳,16,16.73,208.73
2010,44,大分県,20～24歳,17.73,30.64,243.4
2010,44,大分県,25～29歳,20.41,45.21,290.13
2010,44,大分県,30～34歳,23.1,48.62,325.82
2010,44,大分県,35～39歳,25.62,63.44,370.88
2010,44,大分県,40～44歳,27.43,68.38,397.54
2010,44,大分県,45～49歳,28.83,76.05,422.01
2010,44,大分県,50～54歳,29.03,75.01,423.37
2010,44,大分県,55～59歳,26.9,66.17,388.97
2010,44,大分県,60～64歳,21.85,33.05,295.25
2010,44,大分県,65～69歳,20.41,15.82,260.74
2010,44,大分県,70歳～,15.87,23.56,214
2010,45,宮崎県,年齢計,23.34,55.54,335.62
2010,45,宮崎県,～19歳,15.06,11.01,191.73
2010,45,宮崎県,20～24歳,17.46,32.02,241.54
2010,45,宮崎県,25～29歳,19.47,44.53,278.17
2010,45,宮崎県,30～34歳,21.89,50.69,313.37
2010,45,宮崎県,35～39歳,24.5,63.81,357.81
2010,45,宮崎県,40～44歳,25.57,68.27,375.11
2010,45,宮崎県,45～49歳,27.07,69.94,394.78
2010,45,宮崎県,50～54歳,27.03,68.83,393.19
2010,45,宮崎県,55～59歳,24.44,55.73,349.01
2010,45,宮崎県,60～64歳,20.59,38.8,285.88
2010,45,宮崎県,65～69歳,22.92,29.63,304.67
2010,45,宮崎県,70歳～,23.22,31.69,310.33
2010,46,鹿児島県,年齢計,24.16,55.65,345.57
2010,46,鹿児島県,～19歳,14.47,12.43,186.07
2010,46,鹿児島県,20～24歳,16.96,32.29,235.81
2010,46,鹿児島県,25～29歳,20.1,44.82,286.02
2010,46,鹿児島県,30～34歳,22.21,49.93,316.45
2010,46,鹿児島県,35～39歳,24.99,61.32,361.2
2010,46,鹿児島県,40～44歳,27.58,69.51,400.47
2010,46,鹿児島県,45～49歳,29.27,71.59,422.83
2010,46,鹿児島県,50～54歳,27.77,67.95,401.19
2010,46,鹿児島県,55～59歳,25.92,59.3,370.34
2010,46,鹿児島県,60～64歳,22.07,40.1,304.94
2010,46,鹿児島県,65～69歳,21.53,38.26,296.62
2010,46,鹿児島県,70歳～,15.96,29.32,220.84
2010,47,沖縄県,年齢計,22.12,36.14,301.58
2010,47,沖縄県,～19歳,13.03,2.68,159.04
2010,47,沖縄県,20～24歳,16.34,14.77,210.85
2010,47,沖縄県,25～29歳,18.1,26.48,243.68
2010,47,沖縄県,30～34歳,20.29,32.05,275.53
2010,47,沖縄県,35～39歳,22.43,40.66,309.82
2010,47,沖縄県,40～44歳,24.08,43.73,332.69
2010,47,沖縄県,45～49歳,28.22,50.1,388.74
2010,47,沖縄県,50～54歳,26.25,49.92,364.92
2010,47,沖縄県,55～59歳,24.42,41.57,334.61
2010,47,沖縄県,60～64歳,18.81,20.78,246.5
2010,47,沖縄県,65～69歳,19.34,10.86,242.94
2010,47,沖縄県,70歳～,13.65,10.83,174.63
2011,01,北海道,年齢計,25.65,63.61,371.41
2011,01,北海道,～19歳,15.74,7.81,196.69
2011,01,北海道,20～24歳,17.83,29.88,243.84
2011,01,北海道,25～29歳,20.33,49.07,293.03
2011,01,北海道,30～34歳,22.73,57.16,329.92
2011,01,北海道,35～39歳,25.79,68.62,378.1
2011,01,北海道,40～44歳,28.27,74.72,413.96
2011,01,北海道,45～49歳,29.7,83.86,440.26
2011,01,北海道,50～54歳,31.71,88.27,468.79
2011,01,北海道,55～59歳,30.51,77.11,443.23
2011,01,北海道,60～64歳,22.19,40.55,306.83
2011,01,北海道,65～69歳,22.43,22.11,291.27
2011,01,北海道,70歳～,24.99,19.24,319.12
2011,02,青森県,年齢計,22.06,42.46,307.18
2011,02,青森県,～19歳,14.02,2.72,170.96
2011,02,青森県,20～24歳,16.45,23.99,221.39
2011,02,青森県,25～29歳,18.19,34.68,252.96
2011,02,青森県,30～34歳,20.59,40.75,287.83
2011,02,青森県,35～39歳,22.32,45.76,313.6
2011,02,青森県,40～44歳,24.16,50.57,340.49
2011,02,青森県,45～49歳,25.37,58.71,363.15
2011,02,青森県,50～54歳,25.98,53.07,364.83
2011,02,青森県,55～59歳,23.92,44.1,331.14
2011,02,青森県,60～64歳,20.15,25.08,266.88
2011,02,青森県,65～69歳,18.82,16.87,242.71
2011,02,青森県,70歳～,18.65,5.57,229.37
2011,03,岩手県,年齢計,23.27,47.29,326.53
2011,03,岩手県,～19歳,15.56,8.56,195.28
2011,03,岩手県,20～24歳,16.67,26.48,226.52
2011,03,岩手県,25～29歳,18.68,35.73,259.89
2011,03,岩手県,30～34歳,20.77,39.99,289.23
2011,03,岩手県,35～39歳,22.96,48.54,324.06
2011,03,岩手県,40～44歳,24.86,54.29,352.61
2011,03,岩手県,45～49歳,26.14,57.34,371.02
2011,03,岩手県,50～54歳,27.77,66.62,399.86
2011,03,岩手県,55～59歳,26.45,56.85,374.25
2011,03,岩手県,60～64歳,21.47,26.48,284.12
2011,03,岩手県,65～69歳,19.83,11.35,249.31
2011,03,岩手県,70歳～,32.88,26.09,420.65
2011,04,宮城県,年齢計,27.24,62.6,389.48
2011,04,宮城県,～19歳,17.1,7.37,212.57
2011,04,宮城県,20～24歳,19.16,33.82,263.74
2011,04,宮城県,25～29歳,21.71,47.38,307.9
2011,04,宮城県,30～34歳,23.54,50.76,333.24
2011,04,宮城県,35～39歳,27.2,57.9,384.3
2011,04,宮城県,40～44歳,29.47,67.01,420.65
2011,04,宮城県,45～49歳,32.58,86.99,477.95
2011,04,宮城県,50～54歳,33.41,89.99,490.91
2011,04,宮城県,55～59歳,32.44,85,474.28
2011,04,宮城県,60～64歳,25.89,48.37,359.05
2011,04,宮城県,65～69歳,21.77,23.11,284.35
2011,04,宮城県,70歳～,26.86,16.04,338.36
2011,05,秋田県,年齢計,23.06,46.23,322.95
2011,05,秋田県,～19歳,14.61,3.09,178.41
2011,05,秋田県,20～24歳,16.9,23.88,226.68
2011,05,秋田県,25～29歳,19.3,33.5,265.1
2011,05,秋田県,30～34歳,20.88,40.5,291.06
2011,05,秋田県,35～39歳,22.87,47.16,321.6
2011,05,秋田県,40～44歳,24.46,53.59,347.11
2011,05,秋田県,45～49歳,26.42,63.32,380.36
2011,05,秋田県,50～54歳,27.56,60.53,391.25
2011,05,秋田県,55～59歳,25.87,54.58,365.02
2011,05,秋田県,60～64歳,20.43,28.91,274.07
2011,05,秋田県,65～69歳,20.06,11.08,251.8
2011,05,秋田県,70歳～,26.87,26.7,349.14
2011,06,山形県,年齢計,23.26,48.71,327.83
2011,06,山形県,～19歳,14.45,4.36,177.76
2011,06,山形県,20～24歳,17.05,25.91,230.51
2011,06,山形県,25～29歳,19,37.61,265.61
2011,06,山形県,30～34歳,21.35,46.02,302.22
2011,06,山形県,35～39歳,23.59,52.07,335.15
2011,06,山形県,40～44歳,25.27,59.26,362.5
2011,06,山形県,45～49歳,27.22,64.45,391.09
2011,06,山形県,50～54歳,27.37,61.41,389.85
2011,06,山形県,55～59歳,26.24,55.93,370.81
2011,06,山形県,60～64歳,20.14,23.48,265.16
2011,06,山形県,65～69歳,18.16,12.44,230.36
2011,06,山形県,70歳～,19.34,27.28,259.36
2011,07,福島県,年齢計,25.65,61.77,369.57
2011,07,福島県,～19歳,15.42,8.89,193.93
2011,07,福島県,20～24歳,18.24,31.59,250.47
2011,07,福島県,25～29歳,20.42,46.74,291.78
2011,07,福島県,30～34歳,22.25,51.96,318.96
2011,07,福島県,35～39歳,25.4,64.64,369.44
2011,07,福島県,40～44歳,27.98,77.97,413.73
2011,07,福島県,45～49歳,28.85,74.51,420.71
2011,07,福島県,50～54歳,30.68,78.31,446.47
2011,07,福島県,55～59歳,29.6,71.27,426.47
2011,07,福島県,60～64歳,23.88,35.38,321.94
2011,07,福島県,65～69歳,23.55,28.54,311.14
2011,07,福島県,70歳～,33.74,64.8,469.68
2011,08,茨城県,年齢計,28.73,78.34,423.1
2011,08,茨城県,～19歳,16.27,9.89,205.13
2011,08,茨城県,20～24歳,19.48,38.11,271.87
2011,08,茨城県,25～29歳,21.79,52.52,314
2011,08,茨城県,30～34歳,25.54,65.83,372.31
2011,08,茨城県,35～39歳,28.94,79.9,427.18
2011,08,茨城県,40～44歳,32.11,96.08,481.4
2011,08,茨城県,45～49歳,35.25,110.33,533.33
2011,08,茨城県,50～54歳,35.09,108.82,529.9
2011,08,茨城県,55～59歳,34.03,100.4,508.76
2011,08,茨城県,60～64歳,25.89,44.15,354.83
2011,08,茨城県,65～69歳,21.34,22.41,278.49
2011,08,茨城県,70歳～,29.91,14.9,373.82
2011,09,栃木県,年齢計,28.02,72.89,409.13
2011,09,栃木県,～19歳,17.44,13.69,222.97
2011,09,栃木県,20～24歳,19.14,37.84,267.52
2011,09,栃木県,25～29歳,22.44,55.3,324.58
2011,09,栃木県,30～34歳,25.75,63.01,372.01
2011,09,栃木県,35～39歳,28.44,77.62,418.9
2011,09,栃木県,40～44歳,31.15,88.75,462.55
2011,09,栃木県,45～49歳,34.37,103.64,516.08
2011,09,栃木県,50～54歳,33.22,94.51,493.15
2011,09,栃木県,55～59歳,31.98,87.04,470.8
2011,09,栃木県,60～64歳,23.97,35.42,323.06
2011,09,栃木県,65～69歳,20.8,19.8,269.4
2011,09,栃木県,70歳～,21.02,21.04,273.28
2011,10,群馬県,年齢計,27.55,70.12,400.72
2011,10,群馬県,～19歳,17.32,9.98,217.82
2011,10,群馬県,20～24歳,18.9,36.96,263.76
2011,10,群馬県,25～29歳,21.68,56.11,316.27
2011,10,群馬県,30～34歳,24.88,66.69,365.25
2011,10,群馬県,35～39歳,27.98,76.97,412.73
2011,10,群馬県,40～44歳,29.88,79.36,437.92
2011,10,群馬県,45～49歳,31.65,85.84,465.64
2011,10,群馬県,50～54歳,34.06,96.36,505.08
2011,10,群馬県,55～59歳,31.55,79.29,457.89
2011,10,群馬県,60～64歳,23.79,29.44,314.92
2011,10,群馬県,65～69歳,19.02,17.09,245.33
2011,10,群馬県,70歳～,21.38,28.95,285.51
2011,11,埼玉県,年齢計,29.02,74.44,422.68
2011,11,埼玉県,～19歳,16.99,8.43,212.31
2011,11,埼玉県,20～24歳,20.38,37.24,281.8
2011,11,埼玉県,25～29歳,23.04,55.07,331.55
2011,11,埼玉県,30～34歳,26.39,66.64,383.32
2011,11,埼玉県,35～39歳,29.21,79.25,429.77
2011,11,埼玉県,40～44歳,31.25,84.39,459.39
2011,11,埼玉県,45～49歳,34.67,100.96,517
2011,11,埼玉県,50～54歳,34.49,97.04,510.92
2011,11,埼玉県,55～59歳,34.98,97.31,517.07
2011,11,埼玉県,60～64歳,25.62,44.31,351.75
2011,11,埼玉県,65～69歳,24.59,31.69,326.77
2011,11,埼玉県,70歳～,25.66,34.01,341.93
2011,12,千葉県,年齢計,29.65,71.68,427.48
2011,12,千葉県,～19歳,17.52,7.78,218.02
2011,12,千葉県,20～24歳,20.37,35.09,279.53
2011,12,千葉県,25～29歳,23.68,52.97,337.13
2011,12,千葉県,30～34歳,26.97,63.86,387.5
2011,12,千葉県,35～39歳,30.78,77.27,446.63
2011,12,千葉県,40～44歳,33.15,89.06,486.86
2011,12,千葉県,45～49歳,35.2,93.88,516.28
2011,12,千葉県,50～54歳,35.48,100.7,526.46
2011,12,千葉県,55～59歳,34.14,84.99,494.67
2011,12,千葉県,60～64歳,27.85,50.24,384.44
2011,12,千葉県,65～69歳,26.43,29.87,347.03
2011,12,千葉県,70歳～,27.35,24.58,352.78
2011,13,東京都,年齢計,36.31,104.73,540.45
2011,13,東京都,～19歳,17.28,17.3,224.66
2011,13,東京都,20～24歳,22.14,34.62,300.3
2011,13,東京都,25～29歳,25.82,65.92,375.76
2011,13,東京都,30～34歳,31.06,86.33,459.05
2011,13,東京都,35～39歳,36.06,103.16,535.88
2011,13,東京都,40～44歳,42.19,131.94,638.22
2011,13,東京都,45～49歳,47.38,155.24,723.8
2011,13,東京都,50～54歳,48.96,159.15,746.67
2011,13,東京都,55～59歳,44.49,132.83,666.71
2011,13,東京都,60～64歳,32.03,74.44,458.8
2011,13,東京都,65～69歳,27.13,54.33,379.89
2011,13,東京都,70歳～,24.98,24.22,323.98
2011,14,神奈川県,年齢計,32.63,92.27,483.83
2011,14,神奈川県,～19歳,17.3,13.55,221.15
2011,14,神奈川県,20～24歳,20.67,37.43,285.47
2011,14,神奈川県,25～29歳,24.67,62.18,358.22
2011,14,神奈川県,30～34歳,28.79,75.99,421.47
2011,14,神奈川県,35～39歳,31.85,90.38,472.58
2011,14,神奈川県,40～44歳,36.74,111,551.88
2011,14,神奈川県,45～49歳,40.61,132.13,619.45
2011,14,神奈川県,50～54歳,43.58,136.89,659.85
2011,14,神奈川県,55～59歳,38.19,113.81,572.09
2011,14,神奈川県,60～64歳,28.15,63.6,401.4
2011,14,神奈川県,65～69歳,26.34,47.89,363.97
2011,14,神奈川県,70歳～,23.95,37.29,324.69
2011,15,新潟県,年齢計,25.67,61.72,369.76
2011,15,新潟県,～19歳,15.93,8.82,199.98
2011,15,新潟県,20～24歳,18.18,29.58,247.74
2011,15,新潟県,25～29歳,20.46,45.63,291.15
2011,15,新潟県,30～34歳,23.19,52.1,330.38
2011,15,新潟県,35～39歳,25.88,66.47,377.03
2011,15,新潟県,40～44歳,27.11,68.81,394.13
2011,15,新潟県,45～49歳,28.92,75.85,422.89
2011,15,新潟県,50～54歳,30.79,80.74,450.22
2011,15,新潟県,55～59歳,29.19,75.25,425.53
2011,15,新潟県,60～64歳,23.07,39.18,316.02
2011,15,新潟県,65～69歳,21.75,25.83,286.83
2011,15,新潟県,70歳～,33.8,81.58,487.18
2011,16,富山県,年齢計,27.04,67.21,391.69
2011,16,富山県,～19歳,16.88,12.04,214.6
2011,16,富山県,20～24歳,18.59,34.19,257.27
2011,16,富山県,25～29歳,21.73,52.84,313.6
2011,16,富山県,30～34歳,23.77,58.84,344.08
2011,16,富山県,35～39歳,26.64,68.8,388.48
2011,16,富山県,40～44歳,29.11,77.49,426.81
2011,16,富山県,45～49歳,31.56,86.53,465.25
2011,16,富山県,50～54歳,32.86,85.29,479.61
2011,16,富山県,55～59歳,32.3,85.21,472.81
2011,16,富山県,60～64歳,23.54,41.91,324.39
2011,16,富山県,65～69歳,22.45,35.18,304.58
2011,16,富山県,70歳～,31.46,22.32,399.84
2011,17,石川県,年齢計,26.63,63.62,383.18
2011,17,石川県,～19歳,16.28,10.72,206.08
2011,17,石川県,20～24歳,18.34,32.56,252.64
2011,17,石川県,25～29歳,21.68,50.34,310.5
2011,17,石川県,30～34歳,23.63,57.95,341.51
2011,17,石川県,35～39歳,27.02,65.87,390.11
2011,17,石川県,40～44歳,29.65,79.11,434.91
2011,17,石川県,45～49歳,31.37,81.7,458.14
2011,17,石川県,50～54歳,31.81,81.41,463.13
2011,17,石川県,55～59歳,31.59,73.26,452.34
2011,17,石川県,60～64歳,23.65,44.94,328.74
2011,17,石川県,65～69歳,21.3,35.18,290.78
2011,17,石川県,70歳～,24.22,28.13,318.77
2011,18,福井県,年齢計,26.78,70.57,391.93
2011,18,福井県,～19歳,15.98,9.84,201.6
2011,18,福井県,20～24歳,18.22,33.68,252.32
2011,18,福井県,25～29歳,21.4,52.83,309.63
2011,18,福井県,30～34歳,24.69,66.72,363
2011,18,福井県,35～39歳,27.15,73.42,399.22
2011,18,福井県,40～44歳,30.16,83.4,445.32
2011,18,福井県,45～49歳,31.95,101.67,485.07
2011,18,福井県,50～54歳,31.15,89.08,462.88
2011,18,福井県,55～59歳,30.4,80.79,445.59
2011,18,福井県,60～64歳,23.05,39.06,315.66
2011,18,福井県,65～69歳,21.04,16.98,269.46
2011,18,福井県,70歳～,17.13,10.72,216.28
2011,19,山梨県,年齢計,27.51,76.17,406.29
2011,19,山梨県,～19歳,16.7,8.53,208.93
2011,19,山梨県,20～24歳,19.01,36.49,264.61
2011,19,山梨県,25～29歳,22.08,55.66,320.62
2011,19,山梨県,30～34歳,25.34,72.7,376.78
2011,19,山梨県,35～39歳,27.37,73.8,402.24
2011,19,山梨県,40～44歳,31.38,94.94,471.5
2011,19,山梨県,45～49歳,33.28,107.69,507.05
2011,19,山梨県,50～54歳,32.32,97.26,485.1
2011,19,山梨県,55～59歳,30.16,80.8,442.72
2011,19,山梨県,60～64歳,23.8,55.96,341.56
2011,19,山梨県,65～69歳,21.64,25.11,284.79
2011,19,山梨県,70歳～,18.94,16.75,244.03
2011,20,長野県,年齢計,27.2,69.68,396.08
2011,20,長野県,～19歳,16.52,8.06,206.3
2011,20,長野県,20～24歳,18.81,32.98,258.7
2011,20,長野県,25～29歳,21.64,55.73,315.41
2011,20,長野県,30～34歳,24.65,62.53,358.33
2011,20,長野県,35～39歳,28.03,72.16,408.52
2011,20,長野県,40～44歳,30.12,81.27,442.71
2011,20,長野県,45～49歳,31.41,90.91,467.83
2011,20,長野県,50～54歳,33.05,93.09,489.69
2011,20,長野県,55～59歳,32.07,87.69,472.53
2011,20,長野県,60～64歳,22.77,40.33,313.57
2011,20,長野県,65～69歳,20.29,22.41,265.89
2011,20,長野県,70歳～,30.05,16.97,377.57
2011,21,岐阜県,年齢計,27.05,68.58,393.18
2011,21,岐阜県,～19歳,16.63,10.63,210.19
2011,21,岐阜県,20～24歳,19.2,38.07,268.47
2011,21,岐阜県,25～29歳,22.33,53.42,321.38
2011,21,岐阜県,30～34歳,25.74,67.61,376.49
2011,21,岐阜県,35～39歳,28.34,77.09,417.17
2011,21,岐阜県,40～44歳,29.95,79.22,438.62
2011,21,岐阜県,45～49歳,32.46,88.22,477.74
2011,21,岐阜県,50～54歳,31.8,89.64,471.24
2011,21,岐阜県,55～59歳,30.9,83.72,454.52
2011,21,岐阜県,60～64歳,22.27,39.97,307.21
2011,21,岐阜県,65～69歳,22.58,21.87,292.83
2011,21,岐阜県,70歳～,20.3,24.03,267.63
2011,22,静岡県,年齢計,27.36,71.78,400.1
2011,22,静岡県,～19歳,16.19,9.43,203.71
2011,22,静岡県,20～24歳,19.06,41.21,269.93
2011,22,静岡県,25～29歳,21.99,54.84,318.72
2011,22,静岡県,30～34歳,24.71,67.45,363.97
2011,22,静岡県,35～39歳,27.69,76.13,408.41
2011,22,静岡県,40～44歳,31.16,88.04,461.96
2011,22,静岡県,45～49歳,31.5,89.75,467.75
2011,22,静岡県,50～54歳,32.92,95.52,490.56
2011,22,静岡県,55～59歳,33.07,85.58,482.42
2011,22,静岡県,60～64歳,22.98,39.77,315.53
2011,22,静岡県,65～69歳,22.24,24.18,291.06
2011,22,静岡県,70歳～,26.92,18.69,341.73
2011,23,愛知県,年齢計,30.11,95.06,456.38
2011,23,愛知県,～19歳,17.55,16.07,226.67
2011,23,愛知県,20～24歳,20.17,44.29,286.33
2011,23,愛知県,25～29歳,23.65,69.39,353.19
2011,23,愛知県,30～34歳,26.16,81.63,395.55
2011,23,愛知県,35～39歳,30.36,99.71,464.03
2011,23,愛知県,40～44歳,33.51,113.45,515.57
2011,23,愛知県,45～49歳,38.64,135.32,599
2011,23,愛知県,50～54歳,38.92,143.57,610.61
2011,23,愛知県,55～59歳,36.86,117.82,560.14
2011,23,愛知県,60～64歳,25.86,56.62,366.94
2011,23,愛知県,65～69歳,22.97,39.05,314.69
2011,23,愛知県,70歳～,20.94,20.65,271.93
2011,24,三重県,年齢計,28.86,83.36,429.68
2011,24,三重県,～19歳,17.28,14.31,221.67
2011,24,三重県,20～24歳,19.43,41.79,274.95
2011,24,三重県,25～29歳,22.29,59.51,326.99
2011,24,三重県,30～34歳,25.72,73.95,382.59
2011,24,三重県,35～39歳,29.07,88.17,437.01
2011,24,三重県,40～44歳,32.38,101.1,489.66
2011,24,三重県,45～49歳,33.93,109.17,516.33
2011,24,三重県,50～54歳,34.9,106.31,525.11
2011,24,三重県,55～59歳,35.11,107.47,528.79
2011,24,三重県,60～64歳,24.52,43.66,337.9
2011,24,三重県,65～69歳,20.33,24.66,268.62
2011,24,三重県,70歳～,18.11,11.71,229.03
2011,25,滋賀県,年齢計,28.84,72.79,418.87
2011,25,滋賀県,～19歳,17.97,11.61,227.25
2011,25,滋賀県,20～24歳,19.85,34.77,272.97
